"date_r","volume","high","low","war","window_borrowing"
"2020-12-07","9100","5","3","4.0855","0"
"2020-12-08","10020","5.5","3","4.1441","0"
"2020-12-09","13170","5.5","3.75","4.1639","0"
"2020-12-10","15007","5.5","3.5","4.2463","0"
"2020-12-11","12665","5.7","3.75","4.5205","0"
"2020-12-14","25420","7.5","4.3","5.1317","0"
"2020-12-15","10175","7.5","4.5","5.3294","0"
"2020-12-16","14110","7.5","5.3","5.6066","0"
"2020-12-17","11770","6.5","5.5","5.7517","0"
"2020-12-18","7975","6.5","5.5","5.8846","0"
"2020-12-21","19335","6.5","5.6","5.8809","0"
"2020-12-22","10255","6.5","5.7","5.8354","0"
"2020-12-23","6460","6.5","5.75","5.8276","0"
"2020-12-24","8640","6.5","5.75","5.9229","0"
"2020-12-28","18600","6.5","5.8","6.0405","0"
"2020-12-29","15350","6.5","5.2","6.0505","0"
"2020-12-30","19520","6.5","5.75","6.0464","0"
"2020-12-31","12100","7","5.5","6.1882","0"
"2021-01-04","4835","6.5","5.8","6.3676","0"
"2021-01-05","6740","6.5","6","6.2626","0"
"2021-01-06","5380","6.5","5.75","6.1235","0"
"2021-01-07","3750","6.5","5.75","6.0893","0"
"2021-01-08","3350","6.5","5.75","6.0331","0"
"2021-01-11","10215","6.5","5","5.5272","0"
"2021-01-12","18220","6.5","4.5","5.2994","0"
"2021-01-13","7645","6.5","3","4.7951","0"
"2021-01-14","14150","6.5","3","3.7148","0"
"2021-01-15","14880","4.8","3.5","3.7329","0"
"2021-01-18","10305","6","3.7","4.222","0"
"2021-01-19","7940","4.84","4","4.0926","0"
"2021-01-20","8075","6","4.09","4.43","0"
"2021-01-21","6645","6","4.4","4.9764","0"
"2021-01-22","6540","5.95","4.4","5.2492","0"
"2021-01-25","5435","6","4.5","5.3831","0"
"2021-01-26","7880","6","5.1","5.5496","0"
"2021-01-27","19130","6","5.2","5.6168","0"
"2021-01-28","10550","6","5.2","5.7053","0"
"2021-01-29","17245","6.5","5.2","5.7902","0"
"2021-02-01","9545","6.5","5","5.7192","0"
"2021-02-02","11870","6.2","4.5","5.5311","0"
"2021-02-03","11570","6.2","4","5.2924","0"
"2021-02-04","10725","6.2","4","5.1377","0"
"2021-02-05","10535","6.2","5.1","5.3322","0"
"2021-02-08","15075","6","4.5","5.378","0"
"2021-02-09","11790","6.5","4.25","4.8749","0"
"2021-02-10","15410","6.5","3.5","4.5651","0"
"2021-02-11","14135","6.5","3.5","4.0763","0"
"2021-02-12","11580","5.5","3","3.5511","0"
"2021-02-15","12370","6.5","3","3.8839","0"
"2021-02-16","12390","6.5","3","4.0391","0"
"2021-02-17","9390","6.5","3.25","4.0634","0"
"2021-02-18","12330","6.5","3.5","4.0296","0"
"2021-02-19","16105","6.5","3.6","4.0314","0"
"2021-02-22","19240","6.9","3.6","4.1767","0"
"2021-02-23","17910","6.5","3.75","4.1116","0"
"2021-02-24","15110","6.5","3.85","4.2745","0"
"2021-02-25","11950","6.3","3.75","4.2173","0"
"2021-02-26","11730","6.3","4","4.2259","0"
"2021-03-01","9700","6.3","4.2","4.5466","0"
"2021-03-02","12960","6.5","4.25","4.717","0"
"2021-03-03","8890","6.5","4.7","4.9489","0"
"2021-03-04","11360","6.5","4.7","5.0486","0"
"2021-03-05","14700","6.5","4","5.0861","0"
"2021-03-08","19275","6.3","4.5","4.9586","0"
"2021-03-09","18710","6.5","4.5","4.8609","0"
"2021-03-10","7910","6.3","4","5.0822","0"
"2021-03-11","6350","6","4.35","5.0258","0"
"2021-03-12","11110","6.3","4.25","4.9256","0"
"2021-03-15","27310","6.3","4.9","5.181","0"
"2021-03-16","11590","6","5","5.3007","0"
"2021-03-17","8290","6.5","4.75","5.373","0"
"2021-03-18","9250","6","5.37","5.4786","0"
"2021-03-19","9640","6.4","5","5.6564","0"
"2021-03-22","10250","6.5","5.3","5.706","0"
"2021-03-23","11660","6.2","5.4","5.5901","0"
"2021-03-24","10200","6.5","5.5","5.615","0"
"2021-03-25","12000","6.5","5.15","5.5254","0"
"2021-03-26","11700","6.5","5.25","5.5179","0"
"2021-03-29","22880","6.5","3.8","5.3588","0"
"2021-03-30","20800","6","4.9","5.3458","0"
"2021-03-31","7750","6.5","5.2","5.5484","0"
"2021-04-01","16150","6.5","4.9","5.5901","0"
"2021-04-06","10450","6.5","4.5","5.5411","0"
"2021-04-07","6325","6","4.5","5.2708","0"
"2021-04-08","6200","6.5","3","4.2718","0"
"2021-04-09","8330","6","3","3.5954","0"
"2021-04-12","14650","6.5","3","4.7983","0"
"2021-04-13","16770","6.5","4","4.7737","0"
"2021-04-14","18560","6.5","3","4.2773","0"
"2021-04-15","11310","6.5","4.2","4.9593","0"
"2021-04-16","9210","6.5","4.2","5.547","0"
"2021-04-19","10670","6.5","5.15","5.406","0"
"2021-04-20","15935","6.5","5.15","5.5805","0"
"2021-04-21","16400","5.3","6.5","5.6675","0"
"2021-04-22","3560","6.5","5","5.7709","0"
"2021-04-23","14680","6.5","4.8","5.5631","0"
"2021-04-26","8040","6.4","5","5.3347","0"
"2021-04-27","4610","6.3","5","5.3007","0"
"2021-04-28","6110","6.2","4.9","5.3216","0"
"2021-04-29","3460","6.2","4.9","5.3678","0"
"2021-04-30","9700","6.2","4.3","4.8289","0"
"2021-05-03","5880","6","4.5","4.9453","0"
"2021-05-04","9035","5.75","4.25","4.7641","0"
"2021-05-05","6860","5.3","4","4.5382","0"
"2021-05-06","8435","6","3.2","4.0665","0"
"2021-05-07","6860","4.5","3.5","3.613","0"
"2021-05-10","11310","4.5","2","2.4118","0"
"2021-05-11","9930","5.5","2","4.145","0"
"2021-05-12","11120","5.9","3.6","4.6484","0"
"2021-05-13","17170","6","3.5","4.972","0"
"2021-05-17","10020","6","4.5","4.8046","0"
"2021-05-18","7540","5.5","4.5","4.8236","0"
"2021-05-19","6895","6","4.75","4.8557","0"
"2021-05-20","5920","5.75","4.75","4.9225","0"
"2021-05-21","7930","6","4.55","4.9846","0"
"2021-05-24","8065","6.75","4.25","5.0566","0"
"2021-05-25","8505","6","4.25","5.1044","0"
"2021-05-26","7620","6","4.25","5.0656","0"
"2021-05-27","12540","6","4.35","5.0056","0"
"2021-05-28","15710","6","4","4.9617","0"
"2021-05-31","13890","6.5","4","4.7649","0"
"2021-06-02","11930","6.2","3.5","4.7324","0"
"2021-06-03","12840","6","4","4.7669","0"
"2021-06-04","8940","6","4","4.868","0"
"2021-06-07","10700","6.25","4","4.5137","0"
"2021-06-08","15050","6","3.5","4.5317","0"
"2021-06-09","9660","6","3.5","4.31","0"
"2021-06-10","6810","5.9","3.5","4.0385","0"
"2021-06-11","16960","6.5","3","4.1468","0"
"2021-06-14","4570","5.8","3","4.1937","0"
"2021-06-15","8970","6","4.1","4.3774","0"
"2021-06-16","3250","6","4.1","4.4531","0"
"2021-06-17","3525","6.5","4.1","4.4844","0"
"2021-06-18","4760","6.5","4.2","4.4249","0"
"2021-06-21","13060","6.3","4.1","4.4219","0"
"2021-06-22","17155","6.7","4.4","4.6875","0"
"2021-06-23","15280","6.3","4.65","4.9061","0"
"2021-06-24","13490","6.3","4.75","5.0042","0"
"2021-06-25","10220","6.25","4.5","4.975","0"
"2021-06-28","3600","6","4.9","5.0986","0"
"2021-06-29","4910","5.75","4","4.9506","0"
"2021-06-30","8600","5.85","4","4.8172","0"
"2021-07-01","10370","6","4","4.8165","0"
"2021-07-02","18510","6","4","4.7592","0"
"2021-07-05","19260","5.7","4","4.6811","0"
"2021-07-06","8830","5.7","4","4.8686","0"
"2021-07-07","1400","5","4.75","4.8996","0"
"2021-07-08","7230","5.5","4","4.5444","0"
"2021-07-09","9930","5.5","3","4.3651","0"
"2021-07-12","2050","5.5","4","4.35","0"
"2021-07-13","1650","5.7","3.8","4.2848","0"
"2021-07-14","5750","4.6","3","4.1883","0"
"2021-07-15","3600","5","3","3.8333","0"
"2021-07-16","9550","5.15","3","3.7592","0"
"2021-07-19","400","4.3","3","3.5188","0"
"2021-07-21","3210","4.5","3","3.3364","0"
"2021-07-22","5310","4","3","3.0527","0"
"2021-07-23","4805","4.3","2.9","3.1931","0"
"2021-07-26","3650","4","3","3.137","0"
"2021-07-27","6520","4","3","3.1491","0"
"2021-07-28","3860","3.8","3","3.1826","0"
"2021-07-29","1660","4.5","3","3.3163","0"
"2021-07-30","6070","4","3","3.1697","0"
"2021-08-02","21820","4","3","3.1582","0"
"2021-08-03","6010","4.5","3.15","3.3577","0"
"2021-08-04","7850","4","3","3.2497","0"
"2021-08-05","7960","4","2.5","3.2915","0"
"2021-08-06","8950","3.75","2.5","2.9042","0"
"2021-08-09","8910","3.5","2.5","2.7918","0"
"2021-08-10","10300","3.5","2.5","2.6886","0"
"2021-08-11","18345","4","2.5","2.6727","0"
"2021-08-12","18970","3.5","2.5","2.7434","0"
"2021-08-13","12350","3.5","2.5","2.8658","0"
"2021-08-16","8155","3.75","2.5","2.7673","0"
"2021-08-17","11730","4","2.5","2.8278","0"
"2021-08-18","8060","4","2.7","3.0272","0"
"2021-08-19","7950","4.2","2.8","3.228","0"
"2021-08-20","7415","4.25","3","3.5401","0"
"2021-08-23","9170","4.5","3","3.3945","0"
"2021-08-24","6425","4.5","3","3.5743","0"
"2021-08-25","6535","4.5","3","3.4633","0"
"2021-08-26","8140","4.5","3","3.5482","0"
"2021-08-27","8555","4.5","3","3.5909","0"
"2021-08-30","6970","4.5","3","3.479","0"
"2021-08-31","12455","4.5","3","3.3631","0"
"2021-09-01","12600","4.6","3","3.2667","0"
"2021-09-02","13070","4.5","3","3.279","0"
"2021-09-03","13710","4.5","3","3.3341","0"
"2021-09-06","11310","4.5","3","3.3999","0"
"2021-09-07","6980","4.5","3","3.765","0"
"2021-09-08","13957","4.5","3.5","3.8074","0"
"2021-09-09","17160","4.5","3","3.6237","0"
"2021-09-10","18910","4.7","3","3.5607","0"
"2021-09-13","22590","5","3.5","3.7179","0"
"2021-09-14","15940","5.5","3.6","3.8619","0"
"2021-09-15","22200","7.6","3.5","3.9401","0"
"2021-09-16","11290","6","3.8","4.1884","0"
"2021-09-17","14170","7.5","4.2","5.4696","0"
"2021-09-20","14630","7.75","4.5","6.0165","0"
"2021-09-21","30170","7.5","5.5","5.8554","0"
"2021-09-22","14015","7.5","5.5","6.0521","0"
"2021-09-23","8750","7.5","6","6.2687","0"
"2021-09-24","9070","7.25","6","6.497","0"
"2021-09-27","7820","7.25","6","6.5793","0"
"2021-09-28","8505","7.15","6.2","6.8145","0"
"2021-09-29","8710","7.5","6.75","6.9208","0"
"2021-09-30","16150","7.6","5.5","6.6135","0"
"2021-10-01","16160","7.5","5","6.631","0"
"2021-10-04","14080","7.25","6.25","6.6939","0"
"2021-10-05","15120","7.25","5","6.5332","0"
"2021-10-06","7550","7.25","4.5","6.3831","0"
"2021-10-07","5830","7.25","4","6.1063","0"
"2021-10-08","12300","7","3.5","6.0205","0"
"2021-10-12","10760","7.2","3","5.4439","0"
"2021-10-13","16930","6.51","3","5.141","0"
"2021-10-14","13285","6.75","3","3.6388","0"
"2021-10-15","8800","7","3.6","4.2534","0"
"2021-10-18","12300","7","4","4.2837","0"
"2021-10-19","17460","7","4","4.4814","0"
"2021-10-21","8920","6.75","4.25","4.7674","0"
"2021-10-22","7830","7.1","4.5","4.986","0"
"2021-10-25","14330","6.5","4.85","5.0244","0"
"2021-10-26","13510","6.5","4.5","4.98","0"
"2021-10-27","11550","6.5","4","4.9042","0"
"2021-10-28","5000","6.5","4.25","4.816","0"
"2021-10-29","6400","6.5","3.9","4.8959","0"
"2021-11-01","4210","6.5","4","5.1306","0"
"2021-11-02","5760","6.5","4","4.7904","0"
"2021-11-03","7550","6.5","4","4.4907","0"
"2021-11-04","1750","7.35","3.75","4.7357","0"
"2021-11-05","6600","7.5","3.9","4.4814","0"
"2021-11-08","5150","7.5","3.5","4.4388","0"
"2021-11-09","4040","7.5","3.5","4.7358","0"
"2021-11-10","7100","7.5","3.7","4.3873","0"
"2021-11-11","14060","7.5","4","4.7635","0"
"2021-11-12","18935","7.5","4","5.0916","0"
"2021-11-15","12590","6.85","4.5","5.3618","0"
"2021-11-16","9430","6.5","4.5","5.2619","9430"
"2021-11-17","8020","6.25","4.5","5.1612","0"
"2021-11-18","9520","6","4.5","5.1292","0"
"2021-11-19","15305","6","4","5.0658","0"
"2021-11-22","11070","6","4.75","5.2394","0"
"2021-11-23","11550","6","4.75","5.1948","0"
"2021-11-24","8260","6","4.75","5.2499","0"
"2021-11-25","9850","6","4.75","5.2061","0"
"2021-11-26","7830","6.5","4.75","5.301","0"
