"date_r","volume","high","low","war","window_borrowing"
"2011-02-28","9","19.5","16","18.363","0"
"2011-07-29","7","19","15","17.676","0"
"2011-07-31","12","17.5","12","16.224","0"
"2012-02-28","9","19.5","16","18.363","0"
"2012-02-29","7","19","15","17.676","0"
"2012-04-28","9","19.5","16","18.363","0"
"2012-04-29","7","19","15","17.676","0"
"2012-04-30","9","18","10","16.869","260"
"2012-05-25","9","18","10","16.869","260"
"2012-05-28","9","19.5","16","18.363","0"
"2012-05-29","7","19","15","17.676","0"
"2012-05-30","9","18","10","16.869","260"
"2012-05-31","12","17.5","12","16.224","0"
"2012-06-02","12","17.5","12","16.224","0"
"2012-06-04","9","18","10","16.869","260"
"2012-06-06","12","17.5","12","16.224","0"
"2012-08-27","10136","9.2","7","8.699","0"
"2012-08-28","11329","9.1","7","8.32","0"
"2012-08-29","10832","9","6","8.102","0"
"2012-08-30","9169","10","6","7.408","0"
"2012-08-31","9924","9","5","7.204","0"
"2012-09-03","8612","8.5","6","7.255","0"
"2012-09-04","7548","10","6.25","7.389","0"
"2012-09-05","5508","8","5.5","7.166","0"
"2012-09-06","7792","7.8","5.5","6.956","0"
"2012-09-07","7736","9","5","6.727","0"
"2012-09-10","10041","7.2","5.5","6.401","0"
"2012-09-11","10180","7","5.5","6.448","0"
"2012-09-12","12173","7","5","6.452","180"
"2012-09-13","10583","7.5","5.55","6.539","0"
"2012-09-14","9935","7.5","5","6.523","0"
"2012-09-17","10299","7.5","5","6.501","0"
"2012-09-18","8781","6.85","5.5","6.569","0"
"2012-09-19","12740","7.5","6","6.71","0"
"2012-09-20","12012","7.3","6","6.814","0"
"2012-09-21","13358","7.5","6","6.97","0"
"2012-09-24","11864","8.75","6","7.0595","0"
"2012-09-25","8033","8.75","7","7.3253","603"
"2012-09-26","11622","9","7","7.783","0"
"2012-09-27","11319.8","0","0","8.3121","0"
"2012-09-28","9611","7","9.3","8.4669","0"
"2012-10-01","5330","9.2","8.4","8.7278","0"
"2012-10-02","5748","9.2","8","8.9085","0"
"2012-10-03","7155","9.3","8.5","8.9441","0"
"2012-10-04","5863","0","0","9.0532","0"
"2012-10-05","8186","9.8","8.5","8.9161","0"
"2012-10-07","12668","9.2","7","8.6846","0"
"2012-10-08","8350","9.6","7.5","8.8302","0"
"2012-10-09","7065","9.5","7.5","8.7996","0"
"2012-10-10","8100","9.5","7","8.7565","0"
"2012-10-11","8965","0","0","8.9607","0"
"2012-10-12","10570","9.8","8","9.1366","0"
"2012-10-15","12517.5","10","9","9.2715","0"
"2012-10-16","9967.5","10.5","9","9.4483","0"
"2012-10-17","8184.5","10.5","8.25","9.6161","0"
"2012-10-18","6657.5","0","0","9.7374","0"
"2012-10-19","14870","0","0","9.4716","480"
"2012-10-22","13989.5","10.5","8.5","9.2235","0"
"2012-10-23","10077.5","9.8","9","9.3023","0"
"2012-10-24","13070","9.75","9","9.3074","0"
"2012-10-25","8707.5","0","0","9.3697","0"
"2012-10-26","3883.5","9.5","7.25","9.32","0"
"2012-10-29","8527.8","9.5","7.5","9.2106","0"
"2012-10-30","8105","9.4","7.5","9.0946","0"
"2012-10-31","9360","9.2","8","8.7938","0"
"2012-11-01","9975","0","0","8.7711","0"
"2012-11-02","10160","9","8","8.6578","0"
"2012-11-05","6315","9","8.35","8.6893","0"
"2012-11-06","8262","9.2","7","8.6874","0"
"2012-11-07","12668","9.2","7","8.6846","0"
"2012-11-08","9988.75","0","0","8.6394","0"
"2012-11-09","8588","9.5","6.75","8.0766","0"
"2012-11-12","8249.5","9.5","6.75","7.9085","0"
"2012-11-13","14036.8","8.8","5.5","7.3532","0"
"2012-11-14","9438.3","8.75","5","6.792","0"
"2012-11-15","10335","0","0","6.6509","0"
"2012-11-16","11920","7","4.7","6.2243","0"
"2012-11-19","13480","6.8","5","6.1296","0"
"2012-11-20","13190","7","4.9","6.1828","0"
"2012-11-21","12168","7","5.2","6.1436","0"
"2012-11-22","13156.2","0","0","6.1038","0"
"2012-11-26","10340","7.5","5.5","6.2689","0"
"2012-11-27","11610","7.9","5","6.4056","0"
"2012-11-28","9260","7","5.25","6.3462","0"
"2012-11-29","9030","8","5","6.2434","0"
"2012-11-30","7850","0","0","6.0051","0"
"2012-12-03","8592.5","7.5","4.5","5.8059","0"
"2012-12-04","7340","6.1","5","5.7621","0"
"2012-12-05","9507.5","6","5","5.6627","0"
"2012-12-06","7065","0","0","5.6197","0"
"2012-12-07","6825","6","5.25","5.6771","0"
"2012-12-10","13305","7","4.75","5.6708","0"
"2012-12-11","16089.5","7.5","4.8","5.7011","0"
"2012-12-13","13945","6.5","4.5","5.9529","0"
"2012-12-14","10840","0","0","5.9464","0"
"2012-12-17","11380","6.05","4","5.4526","0"
"2012-12-18","12450","5.9","4","5.2131","0"
"2012-12-19","14410","6.5","4.75","5.536","0"
"2012-12-20","11970","6.77","4.75","5.7566","0"
"2012-12-21","17970","8","5","6.3382","0"
"2012-12-24","20040","7.5","4.75","6.6256","0"
"2012-12-27","11720","7.1","6","6.5956","0"
"2012-12-28","8187.5","6.75","5","6.2049","0"
"2012-12-31","3977.5","6.5","5","5.631","0"
"2013-01-02","5700","6.2","5","5.5009","0"
"2013-01-03","7551","6.4","5","5.3672","0"
"2013-01-04","6966","5.4","4.5","5.2467","0"
"2013-01-07","8624","5.5","5","5.2212","0"
"2013-01-08","5826","5.5","5","5.2342","0"
"2013-01-09","10155","5.5","5","5.2476","0"
"2013-01-10","11436","6","5","5.3024","0"
"2013-01-11","13611","6.5","5.2","5.4998","0"
"2013-01-14","12198","5.85","5.2","5.4799","0"
"2013-01-15","11530","5.85","5.1","5.4305","0"
"2013-01-16","12023","5.85","5","5.5193","0"
"2013-01-17","12262","6","5.3","5.6327","0"
"2013-01-18","9556","6.1","5","5.772","0"
"2013-01-21","8991","6","5","5.8221","0"
"2013-01-22","8500","6","5","5.9008","0"
"2013-01-23","9308","6.25","5.8","5.9859","0"
"2013-01-24","10752","6.75","5.75","6.1338","0"
"2013-01-25","8867","7","5.95","6.3792","0"
"2013-01-28","11204","7.25","6","6.6693","0"
"2013-01-29","8366","7.75","5.5","6.9287","0"
"2013-01-30","9626","7.5","6","7.212","0"
"2013-01-31","13550","8","6.5","7.3957","0"
"2013-02-01","11000","9","6.5","7.5673","0"
"2013-02-04","12140","8","7","7.6683","0"
"2013-02-05","12634","8.5","7","7.7716","0"
"2013-02-06","14782","8.5","7","7.8425","0"
"2013-02-07","12645","8.5","7","7.9867","0"
"2013-02-08","15078","9","7.5","8.2766","0"
"2013-02-11","11646","9.5","7.9","8.8328","2920"
"2013-02-12","14573","10","8.3","9.4019","3368"
"2013-02-13","16063.5","10.25","9.1","9.7212","1800"
"2013-02-14","10677.5","10.25","9.65","9.9143","0"
"2013-02-15","7437","10.3","9.5","9.8216","0"
"2013-02-18","5749.5","10.75","9.5","9.9176","0"
"2013-02-19","7829","10.75","9.5","9.9656","0"
"2013-02-20","9137","10.2","9.5","9.9604","0"
"2013-02-21","7910","10.5","9.8","10.0361","0"
"2013-02-22","7241.5","10.5","9.5","10.117","0"
"2013-02-25","7098","10.5","9.8","10.1206","0"
"2013-02-26","8128","10.4","9.85","10.1414","0"
"2013-02-27","4679.5","10.25","9.8","10.0201","0"
"2013-02-28","6550","10.5","9.7","9.9339","0"
"2013-03-01","7458","10.03","9.5","9.6834","0"
"2013-03-05","3379","9.9","9.3","9.6138","0"
"2013-03-06","3477.5","9.9","9.5","9.6448","0"
"2013-03-07","3281.5","9.8","9.5","9.617","0"
"2013-03-08","6035","9.75","8.6","9.3952","0"
"2013-03-11","7770","9.85","8.8","9.343","0"
"2013-03-12","5269","9.5","8","9.0878","0"
"2013-03-13","3975","9.75","8","8.9154","0"
"2013-03-14","7747.5","9","8.5","8.7775","0"
"2013-03-15","9059.5","9","8","8.6343","0"
"2013-03-18","10388","8.85","8.25","8.628","0"
"2013-03-19","6070.5","8.75","8.1","8.5624","0"
"2013-03-20","9769","8.8","8","8.541","0"
"2013-03-21","7159","8.7","8.3","8.4808","0"
"2013-03-22","7020","8.75","8","8.4168","0"
"2013-03-25","12815","8.85","8","8.3625","0"
"2013-03-26","9135","8.6","8.2","8.3942","0"
"2013-03-27","6980","8.6","8.3","8.404","0"
"2013-03-28","14612.5","8.7","8.3","8.4039","0"
"2013-04-02","9934.5","8.55","8.3","8.4148","0"
"2013-04-03","5852.5","8.65","8.3","8.404","0"
"2013-04-04","5687","8.5","8.3","8.3954","0"
"2013-04-05","6284","8.65","8","8.3361","0"
"2013-04-08","9621","8.4","8","8.2712","0"
"2013-04-10","7187","8.4","8","8.1797","0"
"2013-04-11","8844.5","8.4","7.5","8.1121","0"
"2013-04-12","10590.5","8.4","7.5","8.0473","0"
"2013-04-15","14476","8.2","7","7.9749","0"
"2013-04-16","15576.5","8.2","7.3","7.9201","0"
"2013-04-17","17651.2","8.35","7.3","7.8984","0"
"2013-04-18","10925","8","7.2","7.763","0"
"2013-04-19","9923","8","7.2","7.7161","0"
"2013-04-22","9048","8","7.4","7.6609","0"
"2013-04-23","10831.5","7.9","7.2","7.5916","0"
"2013-04-24","9485.5","7.8","7","7.5176","0"
"2013-04-25","8271.5","7.7","7","7.4871","0"
"2013-04-26","8253.5","7.6","7","7.3843","0"
"2013-04-29","9946","7.6","7.2","7.4108","0"
"2013-04-30","12257.5","7.85","7.25","7.5589","0"
"2013-05-02","14509","7.85","7.35","7.6372","0"
"2013-05-03","9720.5","8","7.45","7.6586","0"
"2013-05-06","5101","8","7.4","7.685","0"
"2013-05-07","6110","8","7.5","7.739","0"
"2013-05-08","4938","8","7","7.5981","0"
"2013-05-09","5120","8.1","7","7.5151","0"
"2013-05-10","6024","7.9","6.5","7.4693","0"
"2013-05-13","7620","8","6.5","7.286","0"
"2013-05-14","6375","7.5","6","7.0569","0"
"2013-05-15","10079","7.5","6.5","7.0487","0"
"2013-05-16","7614","7.5","6.75","7.1029","0"
"2013-05-17","12234","7.25","6.25","7.1017","0"
"2013-05-20","10557","7.7","6.75","7.1274","0"
"2013-05-21","8590","7.5","6.5","7.1162","200"
"2013-05-22","7975","7.25","6.5","7.0478","0"
"2013-05-23","8100","7.1","6.5","6.9477","0"
"2013-05-24","8585","7.1","6","6.7733","0"
"2013-05-27","6100","7.25","6.5","6.7626","0"
"2013-05-28","8437.5","7.1","6.25","6.6979","0"
"2013-05-29","8647.5","7.1","6.25","6.7026","0"
"2013-05-30","5682.5","7","6.25","6.7451","0"
"2013-05-31","9357","7","6.15","6.7211","0"
"2013-06-03","6823","7","6.35","6.7723","0"
"2013-06-04","6273","7.2","6.35","6.7932","0"
"2013-06-05","5782","7.2","6.25","6.7947","0"
"2013-06-06","8137","7.15","6.25","6.7366","0"
"2013-06-07","8532","7.2","6","6.7931","0"
"2013-06-10","8677","7.15","6.2","6.8471","510"
"2013-06-11","10387","7.25","6.2","6.8782","0"
"2013-06-12","9267","7.3","6.3","6.9472","0"
"2013-06-13","9951","7.35","6.2","6.9861","0"
"2013-06-14","6587","7.4","6.1","7.0956","0"
"2013-06-17","8382.5","7.5","6.7","7.124","0"
"2013-06-18","6047","7.5","6.75","7.1362","0"
"2013-06-19","6937","7.5","6.7","7.1728","400"
"2013-06-20","7710","7.75","6.5","7.2645","600"
"2013-06-21","15156","8","6.6","7.4348","0"
"2013-06-24","12567","8","6.6","7.5224","0"
"2013-06-25","15349","8.25","6.8","7.495","0"
"2013-06-26","8665","8.1","6.9","7.5631","0"
"2013-06-27","16489","8.1","6.95","7.6663","0"
"2013-06-28","16740","8.15","6.95","7.7246","0"
"2013-07-01","22285","8.5","7.7","8.0254","3900"
"2013-07-02","22090","9","8.1","8.4752","880"
"2013-07-03","23550","9","8.1","8.9648","480"
"2013-07-04","17312","9.5","8.9","9.2704","0"
"2013-07-05","17810","9.8","7.75","9.3868","0"
"2013-07-08","12619","9.7","7","9.1148","0"
"2013-07-09","9287","9.35","7","8.403","0"
"2013-07-10","11232","8.9","7.25","7.994","0"
"2013-07-11","16350","8.15","6.5","7.3357","0"
"2013-07-12","15425","7.5","6","6.9867","0"
"2013-07-15","10770","7.75","6","6.7932","0"
"2013-07-16","11493","7.1","6","6.6887","0"
"2013-07-17","17949","7.3","6.45","6.681","0"
"2013-07-18","22463","7.3","6.45","6.6945","0"
"2013-07-19","20988","7.75","6.5","6.9121","0"
"2013-07-22","18157","7.5","6.5","7.1206","0"
"2013-07-23","15749","8","7","7.3527","1400"
"2013-07-24","16343","7.9","6.8","7.5557","0"
"2013-07-25","14528","8","7.5","7.722","0"
"2013-07-26","14270","8.5","7.6","8.0977","0"
"2013-07-29","14790","9.15","8","8.5481","0"
"2013-07-30","22090","9.8","8.5","8.9676","0"
"2013-07-31","25390","9.85","8.9","9.3777","0"
"2013-08-01","27031","0","0","9.5374","0"
"2013-08-02","30929","9.9","8.7","9.5927","0"
"2013-08-05","28587","9.85","9.2","9.6352","0"
"2013-08-06","29046","10.15","9.5","9.7648","0"
"2013-08-07","26705","10.5","9.4","10.0044","1000"
"2013-08-08","27407.5","10.8","9.4","10.3673","0"
"2013-08-12","14900","10.8","7","10.381","0"
"2013-08-13","17984","11","7","8.8981","0"
"2013-08-14","16817","10.3","7","8.5998","0"
"2013-08-15","15152","9","7.1","8.2664","0"
"2013-08-16","21290","9.2","7","8.0409","0"
"2013-08-19","25011","8.75","7.5","8.1024","0"
"2013-08-20","23246","10","7","8.2493","0"
"2013-08-21","22756","9.5","7.5","8.3357","0"
"2013-08-22","21837","8.75","7.5","8.3848","0"
"2013-08-23","19945","8.65","7.6","8.4233","0"
"2013-08-24","16726","8.65","8","8.474","0"
"2013-08-27","18688","8.75","8.25","8.4948","0"
"2013-08-28","20373","8.7","8.1","8.5026","0"
"2013-08-29","15713.8","8.65","7.25","8.3573","0"
"2013-08-30","16833","8.55","7","7.9725","0"
"2013-09-02","16668","8.3","7","7.6903","0"
"2013-09-03","15450","7.9","6.5","7.3529","0"
"2013-09-04","13733","7.8","6.35","6.987","0"
"2013-09-05","10588","7.1","6","6.614","0"
"2013-09-06","9218","7","6","6.3888","0"
"2013-09-09","12523","6.7","6","6.3468","0"
"2013-09-10","11449","6.7","6","6.4014","0"
"2013-09-11","13480","6.9","6.3","6.5297","0"
"2013-09-12","15545","6.9","6.3","6.5976","0"
"2013-09-13","10708","6.8","6.4","6.6001","0"
"2013-09-16","11558","7","6.5","6.7214","1400"
"2013-09-17","11835","7.75","6.65","6.9383","0"
"2013-09-18","12470","7.75","6.9","7.3074","0"
"2013-09-19","11608","8","7.25","7.5977","1200"
"2013-09-20","13123","8.35","7.4","7.9367","5700"
"2013-09-23","15113","9","7.9","8.4075","6560"
"2013-09-24","18445","10","8.4","8.6198","350"
"2013-09-25","24505","10","8.5","8.7866","0"
"2013-09-26","27678","10","8.8","9.1203","0"
"2013-09-27","29504","10.1","8.95","9.3857","0"
"2013-09-30","19360","9.85","9.15","9.5161","0"
"2013-10-01","20903","10.1","9.45","9.6912","0"
"2013-10-02","20672","10.1","9.5","9.7819","0"
"2013-10-03","20725","10.1","9.2","9.76","0"
"2013-10-04","22214","10.1","9.2","9.7013","0"
"2013-10-07","22496.7","10.25","9.4","9.741","0"
"2013-10-08","20940","10.2","9.3","9.7283","0"
"2013-10-09","18651","10.2","9.5","9.8038","0"
"2013-10-10","16851","10.5","9.7","9.9184","1100"
"2013-10-11","17505","11.5","9.6","10.4028","2050"
"2013-10-14","11800","12","9.8","10.839","0"
"2013-10-15","16192.5","11.5","10","10.6617","850"
"2013-10-16","16670","11.5","10.4","10.7062","1350"
"2013-10-17","17830.4","11.5","10.35","10.8224","650"
"2013-10-18","31545.4","12","10.75","11.0672","3160"
"2013-10-22","33768","13","9","11.1241","2116"
"2013-10-23","36340.3","13","10.5","11.1706","1255"
"2013-10-24","28748","13","10.5","11.3151","1320"
"2013-10-25","25440","13.25","10.8","11.4889","400"
"2013-10-28","14395","13.75","10","11.4841","580"
"2013-10-29","11175","13.25","10","11.697","720"
"2013-10-30","18034.8","13.15","10.5","11.7524","480"
"2013-10-31","20405","13","10.5","11.8711","0"
"2013-11-01","23532","13","10.5","11.7116","0"
"2013-11-04","25790.5","12.9","11.25","11.8354","0"
"2013-11-05","23296","13","11.5","12.0688","400"
"2013-11-06","22523","13.2","11.75","12.3635","640"
"2013-11-07","17409","13.25","12.2","12.7006","0"
"2013-11-08","18945","13.75","12.2","12.8799","2140"
"2013-11-11","9841","13.3","11.5","12.7714","0"
"2013-11-12","4610","12.8","11","11.8444","0"
"2013-11-13","11385","11.5","9.5","10.4167","0"
"2013-11-14","10855","10.4","8","9.6234","0"
"2013-11-15","16027","9.9","8.3","9.1822","0"
"2013-11-18","19197","9.8","8.5","9.4041","0"
"2013-11-19","22775","10.2","9","9.5611","880"
"2013-11-20","22080","10.5","9.2","9.7855","200"
"2013-11-21","20245","11.5","9.6","10.0391","228"
"2013-11-22","16426","12","9.95","10.5727","0"
"2013-11-25","7865","11.8","9","10.415","480"
"2013-11-26","17148","12","9","10.1491","480"
"2013-11-27","19977","10.45","9","9.9446","0"
"2013-11-28","19795","10","8.25","9.5762","0"
"2013-11-29","19201","10","8.8","9.302","0"
"2013-12-02","15084","9.5","7.6","8.7164","0"
"2013-12-03","18061","8.75","7","7.998","0"
"2013-12-04","18770","8","6.5","7.5234","0"
"2013-12-05","19791","7.8","6","7.1924","0"
"2013-12-06","12965","7.5","6","6.9291","0"
"2013-12-09","9850","7.25","6","6.8969","640"
"2013-12-10","16570","7.5","6.5","7.0142","720"
"2013-12-11","16667.5","10","6.7","7.466","2883"
"2013-12-16","20321.5","8.5","7.2","7.8245","720"
"2013-12-17","20498.5","8.5","7.6","8.2655","1120"
"2013-12-18","26393.5","9","7.5","8.4523","1120"
"2013-12-19","16524","10","8.4","8.884","1120"
"2013-12-20","12995","11","8.75","9.7025","7223"
"2013-12-23","5710","12","9.5","10.6994","10390"
"2013-12-24","14975","12.5","10","11.8039","0"
"2013-12-27","21130","12.5","11","11.9497","0"
"2013-12-30","26970","12.5","11.75","12.1193","0"
"2013-12-31","27070","12.5","11.5","12.1943","0"
"2014-01-02","17250","12.9","11.25","12.1557","0"
"2014-01-03","23142","12.5","11.25","11.8851","0"
"2014-01-06","16414","12.1","11.2","11.7026","0"
"2014-01-07","17701.2","12.1","11.2","11.6812","0"
"2014-01-08","19253.7","12.1","11.2","11.6273","0"
"2014-01-09","20897","12","10.5","11.4022","0"
"2014-01-10","15696","11.6","10","10.7912","0"
"2014-01-13","14621.3","11.25","9.75","10.3688","0"
"2014-01-14","12095.1","10.6","8","9.2685","0"
"2014-01-15","13066.2","10.25","8","9.0684","0"
"2014-01-16","13107","9.5","8","8.9568","0"
"2014-01-17","12201.2","9.1","8","8.7046","0"
"2014-01-20","15825","9.1","8.45","8.7729","0"
"2014-01-21","11454.5","9.2","8.5","8.95","0"
"2014-01-22","13864","10.5","8.8","9.1079","1500"
"2014-01-23","11041","10.3","9","9.4895","0"
"2014-01-24","10660","10.5","9.4","9.8709","0"
"2014-01-27","11335","11.5","9.75","10.2298","2500"
"2014-01-28","13082.5","12","9.75","10.5393","0"
"2014-01-29","19475","12","10.5","11.367","0"
"2014-01-30","17388.4","12.5","11","11.7218","0"
"2014-01-31","21403","12.5","11","11.8514","0"
"2014-01-31","21403","12.5","11","11.8514","0"
"2014-02-03","18810","12.5","11","11.706","0"
"2014-02-04","24675","12.5","10.8","11.6193","0"
"2014-02-05","22297","12.5","10.6","11.4013","0"
"2014-02-06","23637.9","11.8","10","11.174","0"
"2014-02-07","25131.9","11.4","9.5","10.4298","0"
"2014-02-10","24962","11","8","9.9771","0"
"2014-02-11","18795","10.7","6.5","9.2185","0"
"2014-02-12","18368","9.5","6.25","8.3316","0"
"2014-02-13","17045","8.5","6","7.4884","0"
"2014-02-14","17845.8","8.25","5.8","6.8475","0"
"2014-02-17","15065","8","5.5","6.7483","0"
"2014-02-18","12225","8","6","6.7609","0"
"2014-02-19","21061.1","8","6","7.1259","0"
"2014-02-20","16665","8.65","6","7.4202","0"
"2014-02-21","18895","8.75","7","7.8808","0"
"2014-02-24","17060","8.75","7.5","8.2119","0"
"2014-02-25","15160","9","7.9","8.4531","0"
"2014-02-26","14223","9.1","8","8.6193","0"
"2014-02-27","14725","9","8","8.6545","0"
"2014-02-28","12975","9","7","8.4488","0"
"2014-03-03","10914","8.75","7","7.7604","0"
"2014-03-04","8383.35","8.5","5.75","6.7704","0"
"2014-03-05","9142","6.8","5.5","5.9712","0"
"2014-03-06","10214","6","5","5.6468","0"
"2014-03-07","9819.3","5.75","5","5.3407","0"
"2014-03-10","14816.8","5.75","5","5.3051","0"
"2014-03-11","13355","6","5","5.2074","0"
"2014-03-12","11688.6","6","4.9","5.124","0"
"2014-03-13","14189","6","4.8","5.0438","0"
"2014-03-14","9495","5.5","4.5","4.9708","0"
"2014-03-17","10730","5.9","4.7","5.0346","0"
"2014-03-18","8115","6.5","5","5.4435","480"
"2014-03-19","11429","8","5.45","6.2844","0"
"2014-03-20","9820","9","6.2","7.4515","0"
"2014-03-21","13135","9.6","7","8.065","0"
"2014-03-24","16230","9.5","6.75","8.4012","0"
"2014-03-25","15155","9.5","7","8.4044","0"
"2014-03-26","15825.2","9.2","7","8.1425","0"
"2014-03-27","14060","8.6","7","7.6762","0"
"2014-03-28","10250","8.3","6.5","7.4407","0"
"2014-03-31","14040","8","6.5","7.291","0"
"2014-04-01","9775","8","6.5","7.1187","0"
"2014-04-02","8020","7.55","6.5","7.0862","720"
"2014-04-03","10277.8","7.5","6.5","6.9337","480"
"2014-04-04","10897","7.5","6.1","6.8939","0"
"2014-04-07","8260.6","7.3","6.2","6.9174","0"
"2014-04-08","8290","7.25","6.2","6.865","0"
"2014-04-09","9373","8.5","6.2","6.7326","0"
"2014-04-10","7959","7.4","6.35","6.9241","0"
"2014-04-11","11655","7.35","6.1","6.8227","0"
"2014-04-14","6555","7.25","6.25","6.8572","0"
"2014-04-15","8157","7.6","6.5","6.9105","450"
"2014-04-16","12891.5","8","6.75","7.2946","720"
"2014-04-17","10125","8.5","6.9","7.7239","4140"
"2014-04-22","15103","8.5","7.15","7.816","0"
"2014-04-23","17014","9","7","7.9627","0"
"2014-04-24","16937.5","9.25","7","8.0899","0"
"2014-04-25","17562.5","9","7","8.3475","0"
"2014-04-28","13807.5","9.25","7","8.4059","0"
"2014-04-29","15311","9.25","7.15","8.3963","0"
"2014-04-30","12344.8","9","7.25","8.424","0"
"2014-05-02","12270","8.85","8","8.4221","0"
"2014-05-05","14404.6","8.85","8.25","8.5127","0"
"2014-05-06","19196","8.85","8","8.4684","0"
"2014-05-07","12442.5","8.85","8","8.4964","0"
"2014-05-08","14877.5","8.85","8","8.3721","0"
"2014-05-09","22924","8.85","7","8.2027","0"
"2014-05-12","15135","8.6","6.25","8.04","2904"
"2014-05-13","17009","8.5","6.25","7.8063","8384"
"2014-05-14","18189.5","8.4","6","7.7052","3404"
"2014-05-15","17427.5","8.3","6","7.5227","0"
"2014-05-16","18342.5","8.35","6","7.5002","0"
"2014-05-19","15162.5","8.3","6.15","7.6434","0"
"2014-05-20","13677","8.25","6.05","7.5522","0"
"2014-05-21","16522","8.5","6","7.4868","0"
"2014-05-22","15132","8.4","6","7.4142","0"
"2014-05-23","16402.5","8.3","6","7.2379","480"
"2014-05-26","10145","8.3","5.8","7.3315","0"
"2014-05-27","18135","8.3","5.8","7.2851","0"
"2014-05-28","20022.5","8.3","5.8","7.4272","0"
"2014-05-29","11710","8.3","5.8","7.3057","0"
"2014-05-30","13285","8.3","6","7.3209","0"
"2014-06-03","12347","8.15","6","7.2053","0"
"2014-06-04","17165","7.8","6","7.0417","0"
"2014-06-05","18206","7.5","6","6.8778","0"
"2014-06-06","15430","7.3","5","6.5416","0"
"2014-06-09","11145","7.25","6","6.3807","0"
"2014-06-10","12663.8","6.6","5","6.0194","0"
"2014-06-11","11949.2","6.4","1","5.3319","0"
"2014-06-12","7925","5.5","1","3.4804","0"
"2014-06-13","10270.6","5.3","2.5","3.1773","0"
"2014-06-16","10847","7","3","4.4092","0"
"2014-06-17","17696.5","6.85","3.5","5.6576","0"
"2014-06-18","15915","3.5","7","5.8178","0"
"2014-06-19","23558.8","7","4","5.7075","0"
"2014-06-20","20989.8","6.85","4.25","5.9851","0"
"2014-06-23","12764","7.5","6","6.65","0"
"2014-06-24","20768.8","9","6.2","7.5246","0"
"2014-06-25","21018.5","10","7.5","8.4766","0"
"2014-06-26","21231.5","10.5","8.5","9.5288","0"
"2014-06-27","23700.4","11","9","10.0593","0"
"2014-06-30","19320.9","11","8.5","10.0419","0"
"2014-07-01","18072.9","10.75","8.5","9.6982","0"
"2014-07-02","12803.2","10.4","7.5","9.101","0"
"2014-07-03","11599.7","10.3","7.5","8.699","0"
"2014-07-04","14062.2","10","6","8.2392","0"
"2014-07-07","16380.2","9.9","6","7.4684","0"
"2014-07-08","12638.9","9.6","6.25","7.3563","0"
"2014-07-09","18013.1","9.4","6.25","7.17","0"
"2014-07-10","18751.6","9","6","7.3925","0"
"2014-07-11","18076.1","9","6.25","7.2836","0"
"2014-07-14","20930","8","6.25","7.1659","0"
"2014-07-15","22687.5","8.5","6.25","7.0697","0"
"2014-07-16","19557.5","8.3","6.25","7.1248","0"
"2014-07-17","17819.5","8.2","6.3","7.396","0"
"2014-07-18","18749.5","8.25","6.5","7.4737","2000"
"2014-07-21","24609.8","8.25","6.5","7.5321","0"
"2014-07-22","29599.4","8.25","6.75","7.5857","1000"
"2014-07-23","31795.4","9","6.6","7.6651","0"
"2014-07-24","24867.4","9","6.8","7.8038","2512"
"2014-07-25","23027","9","7","8.1248","3840"
"2014-07-28","22582","9.9","7.5","8.7059","5820"
"2014-07-30","20311.9","10.75","8.5","9.5093","3764"
"2014-07-31","26479.1","11","8.9","10.0951","720"
"2014-08-01","21232","11.25","9.35","10.128","0"
"2014-08-01","21232","11.25","9.35","10.128","0"
"2014-08-04","22257","11.3","9.75","10.5181","0"
"2014-08-05","15481.7","11.75","9.85","10.7589","5400"
"2014-08-06","7516.75","13","10.5","11.4557","480"
"2014-08-07","7343.5","12.25","11.5","11.7266","0"
"2014-08-08","9054","12.25","10.5","11.8899","0"
"2014-08-11","10707","12.25","10.5","11.3649","0"
"2014-08-12","15860","12","10.5","11.3488","0"
"2014-08-13","22149","12","10.6","11.5623","0"
"2014-08-14","18377.4","12.55","11","11.6793","10600"
"2014-08-15","22370.5","13","11.2","11.9492","0"
"2014-08-18","16701","13.1","11.5","12.1919","0"
"2014-08-19","20621.5","13.35","12","12.4918","0"
"2014-08-20","10022.6","13.65","12.3","12.8672","0"
"2014-08-21","15028.3","13.85","12.8","13.1097","480"
"2014-08-22","15260.6","14.25","13.1","13.4508","4080"
"2014-08-25","18975.8","15.5","13.2","13.8391","1360"
"2014-08-26","12922.9","14.75","9","13.2885","0"
"2014-08-27","13201.2","13.6","9","11.433","0"
"2014-08-28","17775.6","11.75","9.5","10.6307","0"
"2014-08-29","19970","10.85","9","9.9881","0"
"2014-09-01","16968","10.25","7.75","9.126","0"
"2014-09-02","19628.2","10","8","8.7731","0"
"2014-09-03","20403.9","9.15","7","8.2033","0"
"2014-09-04","19225.9","8.75","6","7.63","0"
"2014-09-05","22355","8.25","6","7.1308","0"
"2014-09-08","22565","7.9","6","6.8908","0"
"2014-09-09","16145","7.5","6","6.8964","0"
"2014-09-10","19585","7.5","6","6.9536","0"
"2014-09-11","20040","7.5","6.5","7.0712","0"
"2014-09-12","22095","7.5","6.75","7.2405","0"
"2014-09-15","17167.6","7.75","6.5","7.2654","0"
"2014-09-16","19720.6","7.65","6.6","7.353","0"
"2014-09-17","21188.5","8","6.75","7.3394","0"
"2014-09-18","19389.2","8","7.1","7.5703","0"
